Session ID,Title,Type,Day/Date,Time,Room,Topic,Keywords,Brief,Link
CWES81733,The Vision AI Toolbox,Connect with the Experts,"Thursday, March 19",9:00 a.m. - 9:50 a.m. PDT,Connect With the Experts Pod C (L2),,,"Visit us and discuss ways to get started or deepen your understanding of NVIDIA tools that support vision AI applications. Our topic experts are offering one-on-one dialogue on topics related to training, fine-tuning, and deploying a range of vision AI models. Ask about NVIDIA Metropolis, Cosmos ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81733/
DLIT81754,From Ingestion to Inference: Mastering the High-Performance GPU Data Science Pipeline,Training Lab,"Tuesday, March 17",3:00 p.m. - 4:45 p.m. PDT,Signia - Club Regent (L1),,,"Get a comprehensive guide to constructing a complete, high-performance data science pipeline that leverages GPU acceleration throughout its life cycle. We'll sequentially cover the pipeline's core components: data ingestion, exploration, processing, and model training. For the initial stages of d...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81754/
S81767,Developing AI Physics Models for Spacecraft Reentry,Talk,"Tuesday, March 17",3:00 p.m. - 3:40 p.m. PDT,SJCC LL21E (LL),,,Learn how Blue Origin has been fine-tuning and using the NVIDIA AI physics models for their hypersonic spacecraft re-entry challenges. You’ll hear about how they use simulation within their research and design processes; how they see the role of AI within their overall workflows and work done to ...,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81767/
S81773,Accelerate AI Inference Using DOCA for Storage,Talk,"Tuesday, March 17",3:00 p.m. - 3:40 p.m. PDT,Hyatt Place Salon II & III (L1),,,"Real-time AI inference at scale requires high-performance GPUs combined with efficient data movement, preprocessing, and data access from edge to cloud. Developers often struggle to eliminate bottlenecks that slow down inference pipelines and waste valuable compute cycles. The NVIDIA DOCA softwar...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81773/
S81777,Strategic Capital and the Evolution of the AI Ecosystem,Panel Discussion,"Tuesday, March 17",3:00 p.m. - 3:40 p.m. PDT,San Jose CPA,,,"This session examines strategic capital deployment in AI and infrastructure. Panelists will explore trends in investment, collaboration models, and the evolving business landscape that supports scalable AI growth.",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81777/
S81790,An AI-Driven Autonomous Lab of the Future for Chemistry and Materials Science ,Panel Discussion,"Tuesday, March 17",3:00 p.m. - 3:40 p.m. PDT,SJCC LL20AB (LL),,,Explore how agentic AI and automated laboratories are transforming chemistry and materials discovery by seamlessly integrating AI-driven atomistic simulations with experimental workflows. Learn from industry leaders how they're accelerating the path from computational prediction to lab validation...,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81790/
CWES81795,IGX and Jetson: Autonomous Robots and Physical AI Applications,Connect with the Experts,"Tuesday, March 17",3:00 p.m. - 3:50 p.m. PDT,Connect With the Experts Pod E (L2),,,"NVIDIA IGX and Jetson are the world's leading computing platform for AI at the edge. It offers high-performance compute and advanced NVIDIA AI software stack, as well as an extensive ecosystem to help you create and take products to market. Join with NVIDIA engineers and experts to ask your quest...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81795/
CWES81795,IGX and Jetson: Autonomous Robots and Physical AI Applications,Connect with the Experts,"Thursday, March 19",2:00 p.m. - 2:50 p.m. PDT,Connect With the Experts Pod A (L2),,,"NVIDIA IGX and Jetson are the world's leading computing platform for AI at the edge. It offers high-performance compute and advanced NVIDIA AI software stack, as well as an extensive ecosystem to help you create and take products to market. Join with NVIDIA engineers and experts to ask your quest...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81795/
DLIT81801,Real-Time Simulation for Real-Time Results: How AI Physics Can Accelerate Your AI Factory,Training Lab,"Tuesday, March 17",3:00 p.m. - 4:45 p.m. PDT,Signia - Regency II Ballroom (L2),,,"This hands-on lab introduces mechanical and simulation engineers to GPU-accelerated, real-time CFD workflows that combine interactive visualization with physics-AI models. Participants will use NVIDIA technologies to connect CFD simulations, PhysicsNeMo, and digital twin environments for faster i...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81801/
S81805,Provide the Best Care for Patients Using Foundation Models and Agents,Fireside Chat,"Tuesday, March 17",3:00 p.m. - 3:40 p.m. PDT,SJCC LL21AB (LL),,,"The next round of innovation in healthcare is being defined by the fusion of foundation models and intelligent agents, creating systems that learn, reason, and act alongside clinicians to deliver truly personalized medicine. In this session, we explore how AI is transforming the very fabric of he...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81805/
S81851,The Builder’s Toolkit: Scaling Enterprise AI Factories,Talk,"Tuesday, March 17",3:00 p.m. - 3:40 p.m. PDT,SJCC 230A (L2),,,"This session explores the architectural foundations required to build and scale enterprise AI factories for LLMs, agentic AI, physical AI, and HPC workloads. We’ll outline the full-stack infrastructure and software requirements of an AI factory and demonstrate how NVIDIA’s NV-Certified systems, e...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81851/
DLIT81948,Create Generative AI Workflow for Design and Visualization in ComfyUI,Training Lab,"Tuesday, March 17",3:00 p.m. - 4:45 p.m. PDT,Signia - Crystal Ballroom (L2),,,"The latest image and video generation models, combined with LLM, are fantastic tools to build powerful agentic AI workflows, but they're hard to access through too many cloud access points to efficiently iterate on concepts and stay up to date. In this two-hour instructor-led workshop, you'll lea...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-dlit81948/
CWES81960,Maximize GPU Resources in Your Virtualized Environment: Best Practices for Sizing and Deployment,Connect with the Experts,"Tuesday, March 17",3:00 p.m. - 3:50 p.m. PDT,Connect With the Experts Pod B (L2),,,"Join this interactive session for direct insights and recommendations from NVIDIA specialists on fully utilizing your virtualized GPUs to deploy graphic-intensive apps, digital twin simulations, AI development, and more. Engage with experts who've navigated virtualization complexities, offering p...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81960/
S81998,Accelerating Innovation With AI Studio and Foundry: Cases Driving Customer Success (Presented by World Wide Technology),Sponsored Talk,"Tuesday, March 17",3:00 p.m. - 3:40 p.m. PDT,SJCC 230C (L2),,,"Discover how organizations are accelerating their AI journeys with WWT’s AI Studio and Foundry—leveraging NVIDIA NIM, NVIDIA NeMo, and NVIDIA AI Blueprints to move quickly from ideas to validated prototypes and scalable, production-ready solutions. We will share real-world examples of how this ap...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81998/
S82004,Liquid Cooling: How to Achieve 100% Heat Capture on 500kW+ Racks (Presented by CoolIT Systems),Sponsored Talk,"Tuesday, March 17",3:00 p.m. - 3:40 p.m. PDT,Hilton Winchester (L1),,,"As rack power densities surge beyond 100 kilowatts (kW), achieving 100% heat capture becomes increasingly essential for thermal management and operational efficiency. Current coldplate designs focus on high-thermal design power components such as CPUs and GPUs, but future architectures demand com...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82004/
S82011,AI Grid in Action: Killer Applications for Distributed Inferencing That Telcos Can Monetize,Lightning Talk,"Tuesday, March 17",3:00 p.m. - 3:40 p.m. PDT,SJCC LL21F (LL),,,"This lightning session showcases three edge-native AI applications that only reach their full potential when deployed on a distributed AI grid powered by telecom networks and NVIDIA’s AI infrastructure. Through back-to-back talks, each presenter will showcase their application, the real-world cha...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82011/
EX82041,Powering the AI Factory: From Platform Integration to Scalable AI Data Center Solutions (Presented by Pegatron),Sponsored Expo Theater,"Tuesday, March 17",3:00 p.m. - 3:15 p.m. PDT,SJCC Hall 1 Theater (L2),,,"As AI workloads continue to grow in size, power density, and complexity, data centers must evolve beyond traditional architectures. This session explores how PEGATRON is enabling next‑generation AI factories through automated manufacturing and tightly integrated server platforms.  From accelerate...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82041/
S82050,Empower US Manufacturing Through Wistron's Smart Manufacturing (Presented by Wistron Corp.),Sponsored Talk,"Tuesday, March 17",3:00 p.m. - 3:40 p.m. PDT,Hilton Almaden 1&2 (L1),,,"Join Wistron technology leaders to explore how the company’s digital twin platform, built on NVIDIA Omniverse libraries and OpenUSD, is accelerating factory deployment, from Hsinchu to Dallas. Discover how these factory-scale digital twins are enabling many use cases; including streamlined factor...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82050/
S82065,"Five Bottlenecks, Five Fixes: How We Avoid Leaving Training Performance on the Table",Talk,"Tuesday, March 17",3:00 p.m. - 3:40 p.m. PDT,Marriott - Ballroom Salon IV (L2),,,"GPU clusters are fast, until they're not. We'll walk through five performance pitfalls from real researcher code, the fixes that made them disappear, and how to use technologies like CUDA streams, CUDA graphs, and custom kernels along the way.",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82065/
EX82075,Securing Intelligence: A Practical Framework for AI and LLM Security (Presented by TrendAI),Sponsored Expo Theater,"Tuesday, March 17",3:00 p.m. - 3:15 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,"As AI and large language models move from experimentation into mission-critical systems, organizations are building intelligent platforms to power decision-making, automation, and innovation at scale, creating a new security reality. From data pipelines and model development to deployment, infere...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82075/
S82078,Transform Your Organization With End-to-End AIOps,Tutorial,"Tuesday, March 17",3:00 p.m. - 4:30 p.m. PDT,SJCC 211BD (L2),,,"The difference between a stalled AI pilot and enterprise-wide AI agent adoption is often your AIOps platform. NVIDIA Enterprise AI Factory ecosystem partners will teach you how an end-to-end AIOps stack unifies observability, keeps efforts focused, and turns noisy logs into reliable performance. ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82078/
S82147,Simulating Reality Inside General World Models,Talk,"Tuesday, March 17",3:00 p.m. - 3:40 p.m. PDT,Montgomery Theater,,,"This session explores how world models are emerging as a critical next step in advancing AI, enabling applications across physical AI, entertainment, and beyond. We'll go inside Runway's GWM-1: its architecture, capabilities, and why we believe video diffusion-based world models are the most dire...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82147/
S82154,Holistic Model Co-Design: Close the Loop With Software and Hardware for Inference Efficiency  ,Talk,"Tuesday, March 17",3:00 p.m. - 3:40 p.m. PDT,SJCC 212BD (L2),,,"The economics of inference are changing faster than ever, with the cost of serving frontier models growing at an unprecedented rate. To continue advancing intelligence per unit cost, we must look beyond isolated optimizations and adopt a holistic, cross-layer design philosophy spanning silicon, s...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82154/
S82185,The Earth System at 1 km Resolution: Breaking Frontiers in Climate Science,Talk,"Tuesday, March 17",3:00 p.m. - 3:40 p.m. PDT,SJCC 211AC (L2),,,"We present the first-ever global simulation of the full Earth system at an unprecedented 1 km resolution—a milestone recognized with the 2025 Gordon Bell Prize in Climate Modeling. Led by researchers from the Max Planck Institute for Meteorology and the German Climate Computing Center, this simul...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82185/
S82341,Keeping Pace with F1: How AI Technology Drives Performance at Speed (Presented by Lenovo),Sponsored Talk,"Tuesday, March 17",3:00 p.m. - 3:40 p.m. PDT,Marriott - Willow Glen I-III (L2),,,"Few environments have greater demand for rapid, relevant, and reliable operations than Formula One. In this session, you’ll get privileged visibility into how AI-ready hardware is powering high-performance workloads across the uniquely distributed, time-critical operations of Formula One racing. ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82341/
S82418,"All Roads, All Rides: Technical Foundations for a Universal Autonomy Platform",Talk,"Tuesday, March 17",3:00 p.m. - 3:40 p.m. PDT,Marriott - Ballroom Salon V-VI (L2),,,"Self-driving vehicles represent the most immediate opportunity for AI to transform the physical world. This talk presents the technical architecture of Nuro’s autonomy platform, designed to generalize across geographies, use cases, and vehicles. Discover how Nuro’s end-to-end AI foundation model ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82418/
EX82068,Unlocking AI Performance​ with CXL-Powered KV Cache​ (Presented by Penguin Solutions),Sponsored Expo Theater,"Tuesday, March 17",3:20 p.m. - 3:35 p.m. PDT,SJCC Hall 1 Theater (L2),,,"This session will explain how KV cache technology improves AI inference performance and scalability. CXL memory can play a transformative role by expanding local and shared infrastructure to save processed results, enabling GPUs to focus on more high-value tasks. Learn how sharing cached work acr...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82068/
EX82291,Build Self-Learning Agents on Cloudflare (Presented by Cloudflare),Sponsored Expo Theater,"Tuesday, March 17",3:20 p.m. - 3:35 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,"Cloudflare provides a serverless platform for building agents that can run code, execute tools, and persist state without managing servers or backend infrastructure. In this session, we’ll show how workers, durable objects, and Cloudflare’s Agents SDK can power a self-learning agent by having the...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82291/
EX82309,The Data Storage Platform That Powers AI Factories (Presented by Everpure),Sponsored Expo Theater,"Tuesday, March 17",3:40 p.m. - 3:55 p.m. PDT,SJCC Hall 1 Theater (L2),,,"Ready to move your AI pilot from proof of concept to production scale? Your success depends on an AI factory architecture that continuously ingests data, refines models, and delivers inference at scale. And while GPUs power the AI factory engine, your data storage platform determines how fast and...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82309/
EX82327,"Capital Group, Global Asset Manager, Transforms Investor onboarding with NVIDIA and Infosys AI Next platform (Presented by Infosys)",Sponsored Expo Theater,"Tuesday, March 17",3:40 p.m. - 3:55 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,"Capital Group Investor Onboarding Transformation:  Infosys modernized and deployed a portfolio guidelines analysis solution on Infosys AI Next platform, powered by NVIDIA NIM for Capital Group. This AI-based solution streamlines the review of compliance language to speed up client onboarding, ena...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82327/
S81490,Building the Next Wave of AI-Enabled Robots,Lightning Talk,"Tuesday, March 17",4:00 p.m. - 5:00 p.m. PDT,San Jose Civic,,,"Building generalist robots is a complex AI challenge—developers must ensure these machines can safely adapt across industries, from manufacturing floors to hospital corridors. Join this lightning session featuring founders and technologists from robotics startups in the NVIDIA Inception program a...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81490/
S81512,Build an Open Surgery Robot AI Platform With NVIDIA Frameworks,Talk,"Tuesday, March 17",4:00 p.m. - 4:40 p.m. PDT,SJCC LL21AB (LL),,,"This session unveils a groundbreaking initiative to build an open, extensible AI platform specifically for surgery robots. This effort introduces a collaborative, open platform built on NVIDIA’s AI infrastructure, leveraging Isaac for Healthcare for photorealistic surgical simulation. It establis...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81512/
S81530,Developing Generative AI Models for Market Activity,Talk,"Tuesday, March 17",4:00 p.m. - 4:40 p.m. PDT,Marriott - Ballroom Salon IV (L2),,,"Nasdaq's cutting-edge generative AI platform creates ultra-realistic synthetic market order books and order flow data using advanced deep learning architectures. By leveraging sequential generative models and transformer-based networks, it produces statistically accurate limit order book simulati...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81530/
S81625,Build Secure AI Infrastructure With DOCA,Talk,"Tuesday, March 17",4:00 p.m. - 4:40 p.m. PDT,Hyatt Place Salon II & III (L1),,,"As AI factories continue to evolve, cybersecurity must protect infrastructure, applications, and emerging agentic workflows without consuming critical compute resources or impacting tokenomics. The NVIDIA DOCA software platform addresses these challenges with a suite of security microservices, fr...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81625/
CWES81669,Develop World Foundation Models With NVIDIA Cosmos,Connect with the Experts,"Tuesday, March 17",4:00 p.m. - 4:50 p.m. PDT,Connect With the Experts Pod C (L2),,,"Learn how world foundation models generate physics-based data to advance physical AI development. Explore open tools for video processing, tokenization that accelerates training, and frameworks to customize models for autonomous vehicles, robotics, and humanoids. Get help from experts to optimize...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81669/
S81671,How to Build Planetary-Scale AI Infrastructure,Panel Discussion,"Tuesday, March 17",4:00 p.m. - 4:40 p.m. PDT,SJCC 230A (L2),,,"Gigawatt-scale AI facilities are pushing data center infrastructure beyond the limits of traditional design and operations workflows. Siloed approaches to buildings, power, cooling, and compute make it difficult to scale efficiently while meeting energy and sustainability requirements. This panel...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81671/
S81710,Swallow LLM: Continual Pre-Training and RL for Sovereign AI,Talk,"Tuesday, March 17",4:00 p.m. - 4:40 p.m. PDT,Marriott - Ballroom Salon I-II (L2),,,"Dive deep into the engineering of Swallow, Japan’s sovereign AI, where we trained from Qwen3 and GPT-OSS using Megatron-LM with custom datasets like SwallowMath-v2 and SwallowCode-v2. Learn how our pipeline of continual pre-training, supervised fine-tuning (SFT), and reinforcement learning (RL) a...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81710/
S81724,The Road to Intelligent Mobility: How In-Vehicle GenAI Is Redefining the AI-Defined Vehicle,Panel Discussion,"Tuesday, March 17",4:00 p.m. - 4:40 p.m. PDT,SJCC LL21CD (LL),,,"The automotive industry is rapidly pivoting toward a future where intelligence inside the vehicle defines brand differentiation, customer experience, and long-term value. Breakthroughs in GenAI, cloud–edge orchestration, and accelerated computing are enabling automakers to deliver safer, smarter,...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81724/
S81755,"Scaling AI Agents Globally Across Brands, Use Cases, and Restaurants",Talk,"Tuesday, March 17",4:00 p.m. - 4:40 p.m. PDT,Montgomery Theater,,,"Scaling and deploying AI into restaurant operations requires unique technology and partners. Learn how Yum! Brands, the world’s largest restaurant company, is using NVIDIA software to scale intelligence into their restaurant technology, expanding use cases, applications, and partners.",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81755/
S81770,Accelerating Quantum Chemistry on GPUs—Latest Advances,Talk,"Tuesday, March 17",4:00 p.m. - 4:40 p.m. PDT,SJCC LL21E (LL),,,Gaussian-basis quantum chemistry on NVIDIA GPUs is primed to change the world. Join this session to learn about new technologies and offerings from NVIDIA that help accelerate this paradigm shift.,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81770/
S81791,The State of Open Source AI,Panel Discussion,"Tuesday, March 17",4:00 p.m. - 4:40 p.m. PDT,SJCC LL20CD (LL),,,"Open source AI is evolving at record speed, reshaping how we train, refine, and deploy models across industries. Join leading builders as we explore the current state of open models and tools, the breakthroughs driving their momentum, and the new capabilities needed as AI becomes more specialized...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81791/
S81832,"How AI Is Changing Everyday Work, Insights from NVentures Portfolio Companies",Panel Discussion,"Tuesday, March 17",4:00 p.m. - 4:40 p.m. PDT,San Jose CPA,,,"This NVentures-hosted panel explores how AI is redefining the way we work across industries, from healthcare to manufacturing. Hear from innovative portfolio leaders who are applying AI to streamline operations, enhance decision-making, and unlock new levels of human productivity.",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81832/
S81864,Transforming Traffic Data into Actionable Insights for Safer Roads,Talk,"Tuesday, March 17",4:00 p.m. - 4:40 p.m. PDT,Marriott - Ballroom Salon V-VI (L2),,,"The California Department of Transportation (Caltrans) is responsible for 50,000 miles of roadways across California. Years in the making, Caltrans has worked with companies like Accenture, Deloitte, Google Cloud, and Microsoft, and independent software vendors such as Centific, to deliver a cust...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81864/
S81874,Charting a Course for the Next Decade of Gaming With AI,Panel Discussion,"Tuesday, March 17",4:00 p.m. - 5:00 p.m. PDT,Marriott - Ballroom Salon III (L2),,,"AI is fundamentally transforming real-time applications, reshaping both content creation and player experiences. Join John Spitzer, VP of developer technology and performance at NVIDIA, for an industry panel featuring AI leaders from Creative Assembly, Decart, RIOT Games and Krafton. These paneli...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s81874/
CWES81906,AI Grids: Why Telcos Hold the Keys to Distributed Intelligence,Connect with the Experts,"Tuesday, March 17",4:00 p.m. - 4:50 p.m. PDT,Connect With the Experts Pod D (L2),,,"Discover how telcos are leveraging NVIDIA’s platforms and partner ecosystem to transform their networks, AI factories, and infrastructure assets into a unified platform for distributed intelligence.  Whether you're focused on sovereign AI, distributed inference, autonomous networks, or 6G innovat...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81906/
CWES81906,AI Grids: Why Telcos Hold the Keys to Distributed Intelligence,Connect with the Experts,"Thursday, March 19",3:00 p.m. - 3:50 p.m. PDT,Connect With the Experts Pod A (L2),,,"Discover how telcos are leveraging NVIDIA’s platforms and partner ecosystem to transform their networks, AI factories, and infrastructure assets into a unified platform for distributed intelligence.  Whether you're focused on sovereign AI, distributed inference, autonomous networks, or 6G innovat...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes81906/
CWES82007,Best Practices for Accelerating LLM and VLM Inference With vLLM,Connect with the Experts,"Tuesday, March 17",4:00 p.m. - 4:50 p.m. PDT,Connect With the Experts Pod F (L2),,,Meet with the experts at NVIDIA to learn how to accelerate vLLM inference performance on NVIDIA GPUs. Our experts at NVIDIA help make vLLM more performance and scalable. We cover a diversity of workloads running from DGX spark to NVIDIA GB200 NVL72. Join us for a deep dive in various optimization...,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes82007/
CWES82007,Best Practices for Accelerating LLM and VLM Inference With vLLM,Connect with the Experts,"Wednesday, March 18",4:00 p.m. - 4:50 p.m. PDT,Connect With the Experts Pod F (L2),,,Meet with the experts at NVIDIA to learn how to accelerate vLLM inference performance on NVIDIA GPUs. Our experts at NVIDIA help make vLLM more performance and scalable. We cover a diversity of workloads running from DGX spark to NVIDIA GB200 NVL72. Join us for a deep dive in various optimization...,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes82007/
S82161,2025 Gordon Bell Winner: Forecasting Tsunamis in Real Time With Digital Twins,Talk,"Tuesday, March 17",4:00 p.m. - 4:40 p.m. PDT,SJCC 211AC (L2),,,"The Cascadia subduction zone is capable of unleashing a magnitude 9 earthquake with tsunamis as high as 30 meters, endangering millions in the Pacific Northwest. While it has been quiet since 1700, scientists place a 37% probability of an 8.2+ earthquake in the next 50 years. In response, the 202...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82161/
CWES82169,Speech AI Model and Services Development and Customization,Connect with the Experts,"Tuesday, March 17",4:00 p.m. - 4:50 p.m. PDT,Connect With the Experts Pod A (L2),,,Get direct answers to your implementation challenges. This open Q&A session is your chance to connect with the experts responsible for Nemotron Speech to discuss how to maximize the performance of automatic speech recognition (ASR) and text-to-speech (TTS) in your own projects. Whether you are bu...,https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-cwes82169/
S82174,"Building Local, Sovereign AI in Practice (Presented by Nscale)",Sponsored Talk,"Tuesday, March 17",4:00 p.m. - 4:40 p.m. PDT,Marriott - Willow Glen I-III (L2),,,"Europe has built the foundation for having domestic AI compute positioned within the region, with projects across the U.K., Norway, Portugal, Iceland, and beyond, all using NVIDIA-accelerated infrastructure to keep compute, data, and value on European terms. In this 40-minute session, you’ll get ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82174/
S82191,Benchmarking the Path to Useful Quantum Computers,Talk,"Tuesday, March 17",4:00 p.m. - 4:40 p.m. PDT,SJCC 212BD (L2),,,"Learn where quantum computing technologies are today, where they’re going, and how to track progress toward the goal of (someday) outperforming any supercomputer at solving useful problems. We’ll discuss how we assess and improve the performance of quantum computing hardware, the expanding role f...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82191/
EX82210,From Imagination to Experimentation to Full-Scale Adoption: Ensure a Successful Generative AI Project (Presented by SHI),Sponsored Expo Theater,"Tuesday, March 17",4:00 p.m. - 4:15 p.m. PDT,SJCC Hall 1 Theater (L2),,,"Join us as we explore SHI's approach to supporting customers' AI journies and adoption of generative AI within their existing enterprise environments. We’ll share best practices and challenges encountered in identifying, prototyping, building, and scaling AI applications.",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82210/
S82266,Accelerate Enterprise AI Adoption: Secure Your Agentic Foundations from Day 1 (Presented by CrowdStrike),Sponsored Talk,"Tuesday, March 17",4:00 p.m. - 4:40 p.m. PDT,Hilton Almaden 1&2 (L1),,,"Enterprise AI adoption is accelerating through AI agents embedded in applications and workflows. While these agents drive innovation, they present unique security challenges as organizations move to production. Traditional security approaches weren't built for agent architectures, creating vulner...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82266/
S82300,"Physical AI in Enterprises: What’s Real, What Scales, What’s Next (Presented by Deloitte)",Sponsored Panel,"Tuesday, March 17",4:00 p.m. - 4:40 p.m. PDT,SJCC 230C (L2),,,"Top leaders from Siemens and Volkswagen come together to explore how physical AI, Siemens’ industrial digitalization portfolio, and digital twins built on OpenUSD and NVIDIA Omniverse libraries are redefining the future of automated virtual commissioning. This executive conversation highlights ho...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82300/
S82345,Hard-Won Lessons From Production Inference at Scale (Presented by Together AI) ,Sponsored Talk,"Tuesday, March 17",4:00 p.m. - 4:40 p.m. PDT,Hilton Winchester (L1),,,"Inference is where AI systems face real-world constraints: latency users can feel, costs that scale with every request, and reliability requirements that leave no room for failure. In this session, hear lessons in delivering and continuously optimizing inference in production on Together AI, the ...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82345/
EX82388,GPU‑Accelerated Performance Gains With AI-RAN powered by Nokia and NVIDIA (Presented by Nokia),Sponsored Expo Theater,"Tuesday, March 17",4:00 p.m. - 4:15 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,"Get a look at how Nokia’s co‑innovation with NVIDIA marks a deep integration of GPUs in the radio access network (RAN), bringing high‑performance computing to the edge and accelerating the path to 6G leadership. This session will discuss the latest performance benchmarks and new use cases for AI‑...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82388/
S82477,Co-Engineering Grace CPU Platforms for Hyperscale,Talk,"Tuesday, March 17",4:00 p.m. - 4:40 p.m. PDT,Hyatt Place Salon I (L1),,,"Meta operates one of the world’s largest and most diverse computing fleets, spanning AI training and inference, web services, ranking, caching, analytics, and video processing. In this technical session, leaders from Meta and NVIDIA share how they co-engineer NVIDIA Grace CPU–based platforms end‑...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-s82477/
EX82275,Red Hat & NVIDIA: Driving Mainstream Enterprise AI Solutions to Unlock Wide-Scale Adoption of AI (Presented by Red Hat),Sponsored Expo Theater,"Tuesday, March 17",4:20 p.m. - 4:35 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,"Delivering a mainstream enterprise AI solution requires an ecosystem that not only works, but is engineered as a cohesive set of components that fit seamlessly to drive success. To truly provide a seamless enterprise solution, you start in the open, where the components can be visualized, vetted,...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82275/
EX82433,Prioritize Accelerated Compute: Maximize Impact in a Supply-Constrained World (Presented by PwC),Sponsored Expo Theater,"Tuesday, March 17",4:20 p.m. - 4:35 p.m. PDT,SJCC Hall 1 Theater (L2),,,"In today’s economy, accelerated computing is the engine behind AI, industrial optimization, and next-generation digital platforms. Yet demand for advanced chips continues to outpace supply, forcing enterprises to make sharper decisions about where their computing resources create the greatest imp...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82433/
EX82194,"From Foundation Models to SLMs: Powering Vertical AI Factories on NVIDIA (Presented by Tech Mahindra, Ltd.)",Sponsored Expo Theater,"Tuesday, March 17",4:40 p.m. - 4:55 p.m. PDT,SJCC Grand Ballroom Theater (L2),,,"Enterprises and governments are rethinking how they deploy large foundation models alongside smaller, domain-specific language models to achieve accuracy, security, and cost efficiency at scale. While foundation models provide broad intelligence, domain-tuned small language models (SLMs) are incr...",https://www.nvidia.com/gtc/session-catalog/sessions/gtc26-ex82194/
